number,formid,form.section_1_visit_information.visit_date,form.section_1_visit_information.crop_stage,form.section_1_visit_information.crops_observed_during_this_visit,form.section_1_visit_information.select_crop_condition.crop_condition_maize,form.section_1_visit_information.select_crop_condition.crop_condition_rice,form.section_1_visit_information.select_crop_condition.crop_condition_groundnuts,form.section_2_livestock_monitoring.which_livestock_were_observed_during_this_visit,form.section_2_livestock_monitoring.select_livestock_condition.goat_condition,form.section_2_livestock_monitoring.select_livestock_condition.rabbit_condition,form.section_3_adoption_of_recommended_practices.has_the_farmer_adopted_the_recommended_farming_practices,form.section_3_adoption_of_recommended_practices.which_recommended_practices_have_been_adopted,form.section_4_farm_challenges.what_challenges_were_observed_during_the_visit,form.section_4_farm_challenges.additional_comments,form.section_4_farm_challenges.capture_farm_photograph,form.section_5_farm_location.capture_monitoring_visit_gps,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,monitoring_duration_minutes,monitoring_latitude,monitoring_longitude,registration_latitude,registration_longitude,gps_distance_meters,gps_within_expected_range
1012,713e7eda-079e-4af4-bc30-0c13bacb2e83,2026-06-13,flowering,groundnuts maize,good,---,good,---,---,---,partially,pest_management proper_spacing,crop_disease feed_shortage lack_of_fertilizer,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/713e7eda-079e-4af4-bc30-0c13bacb2e83/1784304374864.jpg,10.3369052 7.2898924 0.0 20.0,516e9e36-bc48-45dc-a509-91b24dac5d5f,2026-06-13 08:59:00,2026-06-13 08:56:00,tester_03,2026-06-13 08:59:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/713e7eda-079e-4af4-bc30-0c13bacb2e83/,tester_03,3.0,10.3369052,7.2898924,10.3373714,7.2894063,74.26183953574242,Yes
1013,afbb6398-9513-4dfd-ac4d-6f36856f0bb9,2026-07-05,flowering,groundnuts,---,---,fair,---,---,---,yes,pest_management proper_spacing improved_seed,livestock_disease,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/afbb6398-9513-4dfd-ac4d-6f36856f0bb9/1783052037408.jpg,10.3378299 7.2889476 0.0 20.0,516e9e36-bc48-45dc-a509-91b24dac5d5f,2026-07-05 08:29:00,2026-07-05 08:21:00,tester_03,2026-07-05 08:29:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/afbb6398-9513-4dfd-ac4d-6f36856f0bb9/,tester_03,8.0,10.3378299,7.2889476,10.3373714,7.2894063,71.53322293046112,Yes
1014,a6a40cbd-e215-4968-aac9-398fb2d2282c,2026-08-31,harvesting,maize,good,---,---,---,---,---,yes,timely_weeding proper_spacing improved_seed pest_management,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/a6a40cbd-e215-4968-aac9-398fb2d2282c/1784338314750.jpg,10.3212265 7.3642741 0.0 20.0,97ef859c-8e6f-49c2-a0f9-413d8646ed42,2026-08-31 16:08:00,2026-08-31 16:05:00,tester_06,2026-08-31 16:08:27,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a6a40cbd-e215-4968-aac9-398fb2d2282c/,tester_06,3.0,10.3212265,7.3642741,10.3209076,7.3643814,37.352381309079256,Yes
1015,7801207b-00da-45b8-bafa-54c9e6fd56b0,2026-05-09,vegetative_growth,maize rice groundnuts,good,good,fair,---,---,---,yes,improved_livestock_housing improved_seed fertilizer_application timely_weeding pest_management,flooding livestock_disease feed_shortage,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/7801207b-00da-45b8-bafa-54c9e6fd56b0/1783570885241.jpg,10.3209613 7.3641287 0.0 20.0,97ef859c-8e6f-49c2-a0f9-413d8646ed42,2026-05-09 16:30:00,2026-05-09 16:27:00,tester_06,2026-05-09 16:30:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7801207b-00da-45b8-bafa-54c9e6fd56b0/,tester_06,3.0,10.3209613,7.3641287,10.3209076,7.3643814,28.28184115461171,Yes
1016,13210c56-d51d-4b7c-bdeb-68eed245476f,2026-05-10,land_preparation,groundnuts,---,---,good,---,---,---,yes,proper_spacing pest_management timely_weeding fertilizer_application improved_seed,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/13210c56-d51d-4b7c-bdeb-68eed245476f/1783789156109.jpg,10.3206428 7.3639677 0.0 20.0,97ef859c-8e6f-49c2-a0f9-413d8646ed42,2026-05-10 13:24:00,2026-05-10 13:19:00,tester_06,2026-05-10 13:24:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/13210c56-d51d-4b7c-bdeb-68eed245476f/,tester_06,5.0,10.3206428,7.3639677,10.3209076,7.3643814,53.99235012410665,Yes
1017,6589a806-bb30-4b0d-96c6-4b0268f77b74,2026-07-18,land_preparation,maize,poor,---,---,goats,fair,---,yes,improved_seed pest_management fertilizer_application proper_spacing timely_weeding improved_livestock_housing,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/6589a806-bb30-4b0d-96c6-4b0268f77b74/1783826969721.jpg,10.2414588 7.2889656 0.0 20.0,18b6dfc7-06e8-4a42-9202-fcabb0c1e471,2026-07-18 12:31:00,2026-07-18 12:29:00,tester_02,2026-07-18 12:31:23,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6589a806-bb30-4b0d-96c6-4b0268f77b74/,tester_02,2.0,10.2414588,7.2889656,10.2417499,7.2885758,53.54470462921173,Yes
1018,f0ea56c2-25f6-40c8-b6f4-5e3a391baed0,2026-07-23,flowering,groundnuts,---,---,poor,goats,fair,---,partially,timely_weeding,pest_infestation livestock_disease,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/f0ea56c2-25f6-40c8-b6f4-5e3a391baed0/1783289714609.jpg,10.2631946 7.3319058 0.0 20.0,18b6dfc7-06e8-4a42-9202-fcabb0c1e471,2026-07-23 16:45:00,2026-07-23 16:41:00,tester_02,2026-07-23 16:45:28,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f0ea56c2-25f6-40c8-b6f4-5e3a391baed0/,tester_02,4.0,10.2631946,7.3319058,10.2417499,7.2885758,5307.024142193936,No
1019,13281f91-2c01-4ee1-b7a2-7adce47744cc,2026-07-03,vegetative_growth,maize,good,---,---,goats,poor,---,yes,improved_livestock_housing timely_weeding pest_management,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/13281f91-2c01-4ee1-b7a2-7adce47744cc/1783264039881.jpg,10.2413305 7.2882364 0.0 20.0,18b6dfc7-06e8-4a42-9202-fcabb0c1e471,2026-07-03 10:51:00,2026-07-03 10:47:00,tester_02,2026-07-03 10:51:25,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/13281f91-2c01-4ee1-b7a2-7adce47744cc/,tester_02,4.0,10.2413305,7.2882364,10.2417499,7.2885758,59.616165617699025,Yes
1020,cb697efc-bb13-4d44-aecf-23641ed8fa01,2026-06-25,planting,maize rice,fair,good,---,goats,good,---,yes,timely_weeding proper_spacing fertilizer_application pest_management improved_livestock_housing,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/cb697efc-bb13-4d44-aecf-23641ed8fa01/1783461927075.jpg,10.2765163 7.3757670 0.0 20.0,7f1c7eec-09b2-4431-afbd-2c65499700ff,2026-06-25 15:17:00,2026-06-25 15:12:00,tester_06,2026-06-25 15:17:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cb697efc-bb13-4d44-aecf-23641ed8fa01/,tester_06,5.0,10.2765163,7.375767,10.2766328,7.37531,51.651726215235996,Yes
1021,65020323-1693-439f-94d7-fc858bc05312,2026-08-04,harvesting,maize,good,---,---,goats,good,---,partially,improved_seed,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/65020323-1693-439f-94d7-fc858bc05312/1784744271733.jpg,10.2769913 7.3754907 0.0 20.0,7f1c7eec-09b2-4431-afbd-2c65499700ff,2026-08-04 11:35:00,2026-08-04 11:31:00,tester_06,2026-08-04 11:35:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/65020323-1693-439f-94d7-fc858bc05312/,tester_06,4.0,10.2769913,7.3754907,10.2766328,7.37531,44.496797086282356,Yes
1022,17768421-c6aa-4b26-9642-cafbe795df1e,2026-04-14,vegetative_growth,maize,fair,---,---,---,---,---,partially,pest_management fertilizer_application,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/17768421-c6aa-4b26-9642-cafbe795df1e/1783476959468.jpg,10.3859095 7.3512761 0.0 20.0,f480ec6b-1fe4-4233-982e-906128e21251,2026-04-14 08:28:00,2026-04-14 08:22:00,tester_04,2026-04-14 08:28:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/17768421-c6aa-4b26-9642-cafbe795df1e/,tester_04,6.0,10.3859095,7.3512761,10.3496901,7.3203534,5259.283231615571,No
1023,26eb8115-2842-4200-97a1-0651c9da7a88,2026-04-11,planting,maize rice,fair,fair,---,---,---,---,no,---,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/26eb8115-2842-4200-97a1-0651c9da7a88/1784182021270.jpg,10.3761624 7.3634365 0.0 20.0,f480ec6b-1fe4-4233-982e-906128e21251,2026-04-11 13:53:00,2026-04-11 13:48:00,tester_04,2026-04-11 13:53:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/26eb8115-2842-4200-97a1-0651c9da7a88/,tester_04,5.0,10.3761624,7.3634365,10.3496901,7.3203534,5556.270550781581,No
1024,f38c83d6-e5d2-409c-ba3f-4463dd31f0cb,2026-05-20,land_preparation,rice,---,fair,---,goats,poor,---,yes,improved_seed fertilizer_application pest_management timely_weeding proper_spacing improved_livestock_housing,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/f38c83d6-e5d2-409c-ba3f-4463dd31f0cb/1783176906365.jpg,10.3251481 7.3958648 0.0 20.0,bc5317dc-2304-4a25-86bf-bf30e9db50d5,2026-05-20 11:38:00,2026-05-20 11:35:00,tester_01,2026-05-20 11:38:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f38c83d6-e5d2-409c-ba3f-4463dd31f0cb/,tester_01,3.0,10.3251481,7.3958648,10.3250159,7.3956396,28.688008344208583,Yes
1025,75aa0613-3970-4cce-8d61-9162c4dd3798,2026-04-07,vegetative_growth,rice,---,good,---,goats,poor,---,yes,pest_management fertilizer_application timely_weeding improved_seed proper_spacing,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/75aa0613-3970-4cce-8d61-9162c4dd3798/1784551141807.jpg,10.3245650 7.3958119 0.0 20.0,bc5317dc-2304-4a25-86bf-bf30e9db50d5,2026-04-07 09:08:00,2026-04-07 09:06:00,tester_01,2026-04-07 09:08:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/75aa0613-3970-4cce-8d61-9162c4dd3798/,tester_01,2.0,10.324565,7.3958119,10.3250159,7.3956396,53.563701391926514,Yes
1026,4c3bb871-b571-4bd2-a728-ae33d729f51f,2026-07-19,harvesting,maize,fair,---,---,---,---,---,no,---,poor_rainfall,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/4c3bb871-b571-4bd2-a728-ae33d729f51f/1784489116055.jpg,10.4850992 7.3252295 0.0 20.0,a4523f16-4116-48ff-8f47-29e1d4681b64,2026-07-19 16:15:00,2026-07-19 16:09:00,tester_05,2026-07-19 16:15:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/4c3bb871-b571-4bd2-a728-ae33d729f51f/,tester_05,6.0,10.4850992,7.3252295,10.4851211,7.3250511,19.65735689493726,Yes
1027,8a1aea9c-0697-4cbd-a268-ca1c01a96f97,2026-08-13,planting,groundnuts rice,---,poor,fair,---,---,---,yes,fertilizer_application timely_weeding,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/8a1aea9c-0697-4cbd-a268-ca1c01a96f97/1784240345509.jpg,10.4851455 7.3249366 0.0 20.0,a4523f16-4116-48ff-8f47-29e1d4681b64,2026-08-13 15:10:00,2026-08-13 15:07:00,tester_05,2026-08-13 15:10:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8a1aea9c-0697-4cbd-a268-ca1c01a96f97/,tester_05,3.0,10.4851455,7.3249366,10.4851211,7.3250511,12.809848425172001,Yes
1028,19ec0cac-c388-4d9c-a8d1-4a46dc26d920,2026-03-02,planting,maize,poor,---,---,---,---,---,yes,improved_livestock_housing proper_spacing fertilizer_application,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/19ec0cac-c388-4d9c-a8d1-4a46dc26d920/1784207680492.jpg,10.3040478 7.5393289 0.0 20.0,80263800-ca43-42e0-8db9-f5a9aa9be87d,2026-03-02 09:35:00,2026-03-02 09:32:00,tester_03,2026-03-02 09:35:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/19ec0cac-c388-4d9c-a8d1-4a46dc26d920/,tester_03,3.0,10.3040478,7.5393289,10.303983,7.5389622,40.75951803851986,Yes
1029,30e0fde2-2870-4ef5-9695-ca1c0a2aff4e,2026-01-21,flowering,maize,good,---,---,---,---,---,yes,improved_livestock_housing timely_weeding proper_spacing pest_management fertilizer_application,crop_disease pest_infestation,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/30e0fde2-2870-4ef5-9695-ca1c0a2aff4e/1783315703599.jpg,10.3041491 7.5385457 0.0 20.0,80263800-ca43-42e0-8db9-f5a9aa9be87d,2026-01-21 12:09:00,2026-01-21 12:04:00,tester_03,2026-01-21 12:09:24,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/30e0fde2-2870-4ef5-9695-ca1c0a2aff4e/,tester_03,5.0,10.3041491,7.5385457,10.303983,7.5389622,49.16666725316941,Yes
1030,7954a97e-d7ca-40fb-bd0f-af5b680196b9,2026-07-23,land_preparation,rice maize,good,poor,---,goats,good,---,yes,improved_seed fertilizer_application timely_weeding improved_livestock_housing,no_major_challenge,Farmer following recommendations.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/7954a97e-d7ca-40fb-bd0f-af5b680196b9/1784216295610.jpg,10.3225832 7.3306503 0.0 20.0,6a83c84a-e2ee-4e03-beb6-5070a70fe638,2026-07-23 10:15:00,2026-07-23 10:11:00,tester_04,2026-07-23 10:15:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7954a97e-d7ca-40fb-bd0f-af5b680196b9/,tester_04,4.0,10.3225832,7.3306503,10.3222918,7.3306859,32.635403601294094,Yes
1031,09566071-c7c3-4bb4-bdf9-08a8b3d3493d,2026-06-02,flowering,maize rice groundnuts,poor,good,fair,goats,good,---,no,---,pest_infestation poor_rainfall flooding,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/09566071-c7c3-4bb4-bdf9-08a8b3d3493d/1784221130621.jpg,10.4380420 7.3363905 0.0 20.0,841d54a6-4f40-4eb5-85ef-c6adae5c9c33,2026-06-02 08:47:00,2026-06-02 08:41:00,tester_03,2026-06-02 08:47:24,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/09566071-c7c3-4bb4-bdf9-08a8b3d3493d/,tester_03,6.0,10.438042,7.3363905,10.438231,7.3361137,36.84972483892609,Yes
1032,dfb87260-3d78-49ac-a4d6-b9966ad9d41e,2026-04-17,harvesting,rice maize,poor,poor,---,rabbits,---,good,yes,improved_seed fertilizer_application,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/dfb87260-3d78-49ac-a4d6-b9966ad9d41e/1783492759175.jpg,10.4382626 7.3359804 0.0 20.0,841d54a6-4f40-4eb5-85ef-c6adae5c9c33,2026-04-17 12:33:00,2026-04-17 12:30:00,tester_03,2026-04-17 12:33:25,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/dfb87260-3d78-49ac-a4d6-b9966ad9d41e/,tester_03,3.0,10.4382626,7.3359804,10.438231,7.3361137,14.994499954268262,Yes
1033,12548517-efe8-4800-a417-a5ae1d9ed44f,2026-10-27,planting,rice maize,poor,good,---,rabbits,---,good,yes,improved_livestock_housing fertilizer_application improved_seed pest_management timely_weeding proper_spacing,no_major_challenge,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/12548517-efe8-4800-a417-a5ae1d9ed44f/1783935605874.jpg,10.2209165 7.2570746 0.0 20.0,7c35e1bf-d23a-42be-9858-3e79159583dc,2026-10-27 12:54:00,2026-10-27 12:47:00,tester_06,2026-10-27 12:54:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/12548517-efe8-4800-a417-a5ae1d9ed44f/,tester_06,7.0,10.2209165,7.2570746,10.2205369,7.2573837,54.09044984891238,Yes
1034,997fbae9-4a8c-4f8e-ad9d-a3525622d791,2026-07-24,vegetative_growth,maize,good,---,---,rabbits,---,fair,yes,timely_weeding improved_seed pest_management,lack_of_fertilizer flooding,Crop growth is satisfactory.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/997fbae9-4a8c-4f8e-ad9d-a3525622d791/1784187390707.jpg,10.2203944 7.2572622 0.0 20.0,7c35e1bf-d23a-42be-9858-3e79159583dc,2026-07-24 08:28:00,2026-07-24 08:26:00,tester_06,2026-07-24 08:28:26,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/997fbae9-4a8c-4f8e-ad9d-a3525622d791/,tester_06,2.0,10.2203944,7.2572622,10.2205369,7.2573837,20.684567033338677,Yes
1035,5e118300-bea9-47c1-b34a-f705d629f6ca,2026-07-29,land_preparation,rice maize,fair,poor,---,rabbits,---,fair,yes,timely_weeding proper_spacing improved_livestock_housing fertilizer_application pest_management,poor_rainfall feed_shortage pest_infestation,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/5e118300-bea9-47c1-b34a-f705d629f6ca/1784049634720.jpg,10.2205049 7.2576854 0.0 20.0,7c35e1bf-d23a-42be-9858-3e79159583dc,2026-07-29 16:02:00,2026-07-29 15:55:00,tester_06,2026-07-29 16:02:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5e118300-bea9-47c1-b34a-f705d629f6ca/,tester_06,7.0,10.2205049,7.2576854,10.2205369,7.2573837,33.206373893672286,Yes
1036,f6c5db40-f6c9-4306-ac97-48c660c2cdf7,2026-06-07,flowering,groundnuts,---,---,fair,goats,good,---,no,---,no_major_challenge,Monitoring completed successfully.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/f6c5db40-f6c9-4306-ac97-48c660c2cdf7/1783688023194.jpg,10.2456316 7.2325643 0.0 20.0,3bbd3dd4-1cb5-43ea-a9e0-71e35228958b,2026-06-07 16:36:00,2026-06-07 16:32:00,tester_06,2026-06-07 16:36:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f6c5db40-f6c9-4306-ac97-48c660c2cdf7/,tester_06,4.0,10.2456316,7.2325643,10.2456308,7.2327664,22.114333099822048,Yes
1037,69177355-3fac-42ea-9510-13ba532ff9fb,2026-06-14,harvesting,groundnuts,---,---,good,goats,good,---,yes,timely_weeding fertilizer_application,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/69177355-3fac-42ea-9510-13ba532ff9fb/1784912710689.jpg,10.2452097 7.2330594 0.0 20.0,3bbd3dd4-1cb5-43ea-a9e0-71e35228958b,2026-06-14 11:48:00,2026-06-14 11:40:00,tester_06,2026-06-14 11:48:30,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/69177355-3fac-42ea-9510-13ba532ff9fb/,tester_06,8.0,10.2452097,7.2330594,10.2456308,7.2327664,56.74845887363551,Yes
1038,d798e4c5-7ca4-490b-a06f-6825bbad01ab,2026-04-03,flowering,rice groundnuts,---,good,poor,goats,good,---,yes,pest_management improved_livestock_housing improved_seed timely_weeding,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/d798e4c5-7ca4-490b-a06f-6825bbad01ab/1784013790352.jpg,10.2078058 7.4973932 0.0 20.0,a899af9a-2a26-455d-b180-89c08d635337,2026-04-03 08:08:00,2026-04-03 08:00:00,tester_02,2026-04-03 08:08:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d798e4c5-7ca4-490b-a06f-6825bbad01ab/,tester_02,8.0,10.2078058,7.4973932,10.2079901,7.4977653,45.586709632816586,Yes
1039,ec3cfc2e-a337-4a2c-a364-900288e21490,2026-04-09,flowering,maize rice,poor,good,---,rabbits goats,good,good,yes,improved_seed improved_livestock_housing pest_management,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/ec3cfc2e-a337-4a2c-a364-900288e21490/1784306905944.jpg,10.4036826 7.4401834 0.0 20.0,8253f5f2-854a-406e-af7c-ef80086c477d,2026-04-09 10:08:00,2026-04-09 10:04:00,tester_01,2026-04-09 10:08:29,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ec3cfc2e-a337-4a2c-a364-900288e21490/,tester_01,4.0,10.4036826,7.4401834,10.4038628,7.4398335,43.19597893231653,Yes
1040,c3d603ad-f254-4ddb-9c6a-a5f255bceac4,2026-04-08,harvesting,maize,good,---,---,goats,good,---,yes,fertilizer_application improved_seed,crop_disease pest_infestation flooding,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/c3d603ad-f254-4ddb-9c6a-a5f255bceac4/1783145062172.jpg,10.4034524 7.4395235 0.0 20.0,8253f5f2-854a-406e-af7c-ef80086c477d,2026-04-08 09:30:00,2026-04-08 09:28:00,tester_01,2026-04-08 09:30:27,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c3d603ad-f254-4ddb-9c6a-a5f255bceac4/,tester_01,2.0,10.4034524,7.4395235,10.4038628,7.4398335,56.85034110273961,Yes
1041,220df4d0-6a70-458d-a4c0-4f4a8fd54c41,2026-05-15,harvesting,rice,---,fair,---,goats rabbits,poor,good,yes,fertilizer_application pest_management proper_spacing improved_livestock_housing improved_seed,no_major_challenge,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/220df4d0-6a70-458d-a4c0-4f4a8fd54c41/1783181645222.jpg,10.4042827 7.4402650 0.0 20.0,8253f5f2-854a-406e-af7c-ef80086c477d,2026-05-15 11:55:00,2026-05-15 11:51:00,tester_01,2026-05-15 11:55:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/220df4d0-6a70-458d-a4c0-4f4a8fd54c41/,tester_01,4.0,10.4042827,7.440265,10.4038628,7.4398335,66.38589327867054,Yes
1042,284d41d1-1e46-44d6-b131-9190d509d2cf,2026-04-12,harvesting,maize,fair,---,---,goats,poor,---,yes,proper_spacing fertilizer_application pest_management improved_livestock_housing timely_weeding,crop_disease livestock_disease lack_of_fertilizer,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/284d41d1-1e46-44d6-b131-9190d509d2cf/1783385658338.jpg,10.5060950 7.3512060 0.0 20.0,ed3ba2f0-a2b6-4af3-848f-be4218fa4157,2026-04-12 15:32:00,2026-04-12 15:26:00,tester_06,2026-04-12 15:32:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/284d41d1-1e46-44d6-b131-9190d509d2cf/,tester_06,6.0,10.506095,7.351206,10.5062837,7.3512841,22.653356020813185,Yes
1043,03d5ce6a-3816-4dd8-b531-e5c97f91da6e,2026-06-04,harvesting,maize,good,---,---,goats,fair,---,partially,pest_management,pest_infestation feed_shortage crop_disease,Farm progressing well.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/03d5ce6a-3816-4dd8-b531-e5c97f91da6e/1784249531487.jpg,10.5066164 7.3511151 0.0 20.0,ed3ba2f0-a2b6-4af3-848f-be4218fa4157,2026-06-04 16:46:00,2026-06-04 16:44:00,tester_06,2026-06-04 16:46:29,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/03d5ce6a-3816-4dd8-b531-e5c97f91da6e/,tester_06,2.0,10.5066164,7.3511151,10.5062837,7.3512841,41.35205112974212,Yes
1044,bb67311a-e762-47d2-b251-1064bd1ea843,2026-06-27,harvesting,groundnuts,---,---,fair,---,---,---,yes,improved_livestock_housing timely_weeding fertilizer_application,feed_shortage flooding livestock_disease,Minor challenges observed.,https://www.commcarehq.org/a/commcare-learn-ahmad/api/form_attachment/v1/bb67311a-e762-47d2-b251-1064bd1ea843/1783871796058.jpg,10.2541028 7.5424113 0.0 20.0,6c9292fd-1223-4e3a-9a63-94b832da1cfd,2026-06-27 10:47:00,2026-06-27 10:45:00,tester_04,2026-06-27 10:47:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/bb67311a-e762-47d2-b251-1064bd1ea843/,tester_04,2.0,10.2541028,7.5424113,10.2537284,7.542886,66.56620073034055,Yes
