number,formid,form.section_1_training_information.training_date,form.section_1_training_information.training_topic.choice,form.section_1_training_information.training_topic.specify_other,form.section_1_training_information.training_venue,form.section_1_training_information.trainer_name,form.section_2_attendance.did_the_farmer_attend_the_training,form.section_2_attendance.attendance_status,form.section_2_attendance.reason_for_partial_attendance,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,training_duration_minutes
504,16471544-adda-43be-a46c-4e80aded72e7,2026-08-22,irrigation_and_water_management,,Extension Office,Trainer 4,yes,full_attendance,,948edde7-ceae-4cd9-8ac9-e3517ef38e40,2026-08-22 08:15:00,2026-08-22 08:08:00,tester_02,2026-08-22 08:15:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/16471544-adda-43be-a46c-4e80aded72e7/,tester_02,7.0
505,cfff37c5-f557-4311-b200-4d48d95ca9f3,2026-04-10,soil_fertility_management,,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,510b0597-338a-4120-81d7-cec37b602221,2026-04-10 12:07:00,2026-04-10 12:04:00,tester_01,2026-04-10 12:07:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/cfff37c5-f557-4311-b200-4d48d95ca9f3/,tester_01,3.0
506,95a48682-54c1-44d4-8212-38919dba356a,2026-09-07,record_keeping,,Farmer Cooperative Centre,Trainer 5,yes,full_attendance,,9b4ed987-1d7a-412d-8e30-be0bd46e9cc3,2026-09-07 09:08:00,2026-09-07 09:04:00,tester_04,2026-09-07 09:08:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/95a48682-54c1-44d4-8212-38919dba356a/,tester_04,4.0
507,02e4b67a-8091-4f12-9eec-4c87cc6c2e80,2026-05-17,livestock_management,,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,e818f3c9-1988-4380-bdac-3212ab7b7d3e,2026-05-17 15:26:00,2026-05-17 15:24:00,tester_05,2026-05-17 15:26:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/02e4b67a-8091-4f12-9eec-4c87cc6c2e80/,tester_05,2.0
508,6c52ebc1-3c88-4e8d-87e1-12ae7e0cb4e3,2026-06-04,livestock_management,,Village Square,Trainer 3,no,,,20f20810-e794-4404-b972-f3df0212a9cd,2026-06-04 15:29:00,2026-06-04 15:27:00,tester_01,2026-06-04 15:29:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/6c52ebc1-3c88-4e8d-87e1-12ae7e0cb4e3/,tester_01,2.0
509,b4317168-97a7-49ad-ab48-fe1e24805852,2026-09-19,other,Financial Literacy,Extension Office,Trainer 2,no,,,eb81acda-7eed-4a2d-90a3-c8a676a56428,2026-09-19 13:17:00,2026-09-19 13:11:00,tester_01,2026-09-19 13:17:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b4317168-97a7-49ad-ab48-fe1e24805852/,tester_01,6.0
510,5efed05b-28a5-4df2-b131-71a404713b52,2026-05-30,other,Post Harvest Handling,Farmer Cooperative Centre,Trainer 4,yes,full_attendance,,8b6e35da-3ff1-4a43-873b-a91ef5e141d7,2026-05-30 11:55:00,2026-05-30 11:48:00,tester_03,2026-05-30 11:55:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5efed05b-28a5-4df2-b131-71a404713b52/,tester_03,7.0
511,b4960dcf-0c44-440b-a8b6-792ac690dffd,2026-07-29,other,Climate Smart Agriculture,Village Square,Trainer 4,no,,,1a4a9004-e968-4b91-b5d5-e3acc5a8484e,2026-07-29 12:13:00,2026-07-29 12:11:00,tester_06,2026-07-29 12:13:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b4960dcf-0c44-440b-a8b6-792ac690dffd/,tester_06,2.0
512,e5e525d6-6ed2-4eb3-ab28-be641dd83fd2,2026-02-11,other,Climate Smart Agriculture,Extension Office,Trainer 2,yes,full_attendance,,3e81ff6d-5dbe-4b09-b614-8099ccab8bc5,2026-02-11 12:52:00,2026-02-11 12:46:00,tester_07,2026-02-11 12:52:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e5e525d6-6ed2-4eb3-ab28-be641dd83fd2/,tester_07,6.0
513,0835cba4-b29a-4546-9c1c-8f728b959123,2026-07-12,good_agronomic_practices,,Primary School,Trainer 1,yes,full_attendance,,93818333-b1a0-4748-b1ef-6e4c5fc9bbfc,2026-07-12 09:17:00,2026-07-12 09:13:00,tester_01,2026-07-12 09:17:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0835cba4-b29a-4546-9c1c-8f728b959123/,tester_01,4.0
514,b66bc511-3dc1-4888-aa17-2bb3ace9fded,2026-06-13,pest_and_disease_management,,Primary School,Trainer 1,yes,full_attendance,,3e4f7a26-909d-46ec-8113-e7a154a1f4ac,2026-06-13 12:32:00,2026-06-13 12:24:00,tester_02,2026-06-13 12:32:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b66bc511-3dc1-4888-aa17-2bb3ace9fded/,tester_02,8.0
515,e6637fce-2abf-49b6-982e-8e9da7972615,2026-06-05,livestock_management,,Extension Office,Trainer 5,yes,partial_attendance,personal_emergency,683fe8b9-d44c-4b08-ba2b-9136be3755a1,2026-06-05 12:53:00,2026-06-05 12:45:00,tester_01,2026-06-05 12:53:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/e6637fce-2abf-49b6-982e-8e9da7972615/,tester_01,8.0
516,8456dfb4-4bff-4de4-8477-5ae3f6345ad4,2026-04-15,irrigation_and_water_management,,Community Hall,Trainer 1,yes,full_attendance,,a5772f40-cedc-47dc-a0fe-336c5b83e392,2026-04-15 10:29:00,2026-04-15 10:27:00,tester_02,2026-04-15 10:29:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8456dfb4-4bff-4de4-8477-5ae3f6345ad4/,tester_02,2.0
517,7d3a15a6-9943-4481-ae71-852cf506d6d0,2026-04-08,livestock_management,,Extension Office,Trainer 4,yes,full_attendance,,c4205c4a-8f62-41e1-8b2e-b209501b76d9,2026-04-08 08:21:00,2026-04-08 08:15:00,tester_01,2026-04-08 08:21:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7d3a15a6-9943-4481-ae71-852cf506d6d0/,tester_01,6.0
518,28c30c21-b331-4e48-a289-aa758c302be8,2026-07-05,good_agronomic_practices,,Community Hall,Trainer 1,yes,full_attendance,,6e5123e5-9f71-461c-9778-085633104d36,2026-07-05 10:33:00,2026-07-05 10:31:00,tester_07,2026-07-05 10:33:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/28c30c21-b331-4e48-a289-aa758c302be8/,tester_07,2.0
519,1c1f0141-87fb-445b-bac7-83a8e1cdea9a,2026-08-13,other,Financial Literacy,Farmer Cooperative Centre,Trainer 2,yes,full_attendance,,54a88163-6751-4f69-80b8-4719f31e34f8,2026-08-13 14:02:00,2026-08-13 13:58:00,tester_01,2026-08-13 14:02:19,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1c1f0141-87fb-445b-bac7-83a8e1cdea9a/,tester_01,4.0
520,f3888d3f-d818-4412-8889-f6878b38f8e3,2026-07-28,pest_and_disease_management,,Community Hall,Trainer 2,no,,,36e696f1-4e3a-43c4-9c78-8e9b13a37ffa,2026-07-28 15:55:00,2026-07-28 15:48:00,tester_03,2026-07-28 15:55:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/f3888d3f-d818-4412-8889-f6878b38f8e3/,tester_03,7.0
521,1e6f8c88-5bd2-4c2f-a738-86b9ea900752,2026-10-08,livestock_management,,Extension Office,Trainer 4,yes,full_attendance,,98935c19-b8ac-4903-92b8-550791de35fb,2026-10-08 15:41:00,2026-10-08 15:34:00,tester_06,2026-10-08 15:41:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1e6f8c88-5bd2-4c2f-a738-86b9ea900752/,tester_06,7.0
522,7fe1cb11-aa09-4e0a-bea2-ef9022f51003,2026-05-25,pest_and_disease_management,,Extension Office,Trainer 3,yes,full_attendance,,95f216eb-c885-421b-bc19-7cf3d24db393,2026-05-25 13:19:00,2026-05-25 13:12:00,tester_02,2026-05-25 13:19:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7fe1cb11-aa09-4e0a-bea2-ef9022f51003/,tester_02,7.0
523,d79f292f-a0d7-421c-b902-fd8a4664ce14,2026-03-25,irrigation_and_water_management,,Extension Office,Trainer 2,no,,,c35238e2-d499-4e83-8ff6-6022525fc7a5,2026-03-25 14:54:00,2026-03-25 14:47:00,tester_07,2026-03-25 14:54:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d79f292f-a0d7-421c-b902-fd8a4664ce14/,tester_07,7.0
524,247508cd-0fba-4229-bdac-b2f8d771ed5d,2026-03-18,pest_and_disease_management,,Village Square,Trainer 2,no,,,7e4ea69c-029e-4c8a-9bac-fbe04eb120fb,2026-03-18 14:26:00,2026-03-18 14:19:00,tester_01,2026-03-18 14:26:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/247508cd-0fba-4229-bdac-b2f8d771ed5d/,tester_01,7.0
525,ae2da2ad-df7a-4afd-988a-514b30673ffd,2026-03-10,livestock_management,,Extension Office,Trainer 3,yes,full_attendance,,7f6fe6c4-41ea-4d1c-b6d7-0a43904959de,2026-03-10 13:03:00,2026-03-10 12:56:00,tester_07,2026-03-10 13:03:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ae2da2ad-df7a-4afd-988a-514b30673ffd/,tester_07,7.0
526,16e78964-fff4-4346-8050-d3f15970f5f2,2026-04-12,record_keeping,,Extension Office,Trainer 3,yes,full_attendance,,7b0a4a95-030b-45bc-b020-fdc13e839689,2026-04-12 10:09:00,2026-04-12 10:04:00,tester_07,2026-04-12 10:09:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/16e78964-fff4-4346-8050-d3f15970f5f2/,tester_07,5.0
527,8644f638-c3ad-4955-833a-71e39cb67b00,2026-04-16,other,Post Harvest Handling,Farmer Cooperative Centre,Trainer 1,yes,partial_attendance,other,15275a37-d93f-49d1-9d2c-19fffccd60dd,2026-04-16 15:54:00,2026-04-16 15:50:00,tester_03,2026-04-16 15:54:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/8644f638-c3ad-4955-833a-71e39cb67b00/,tester_03,4.0
528,c0476aa2-1abb-463a-a3eb-80c6e17ca5cc,2026-07-30,other,Post Harvest Handling,Primary School,Trainer 1,yes,partial_attendance,arrived_late,ea346fd5-b824-4402-92e8-089e65209ea9,2026-07-30 13:15:00,2026-07-30 13:09:00,tester_01,2026-07-30 13:15:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c0476aa2-1abb-463a-a3eb-80c6e17ca5cc/,tester_01,6.0
529,53e1824a-532d-4db4-a57a-2591a7fa5c70,2026-08-20,livestock_management,,Primary School,Trainer 5,no,,,0dd943cf-fb26-44c9-9db7-6635fba01680,2026-08-20 11:38:00,2026-08-20 11:32:00,tester_04,2026-08-20 11:38:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/53e1824a-532d-4db4-a57a-2591a7fa5c70/,tester_04,6.0
530,0883eaab-7b2c-437c-9446-3943ca0e3807,2026-04-08,record_keeping,,Primary School,Trainer 2,yes,partial_attendance,arrived_late,848eb4b3-99a5-4a46-b5ae-5484194fb25d,2026-04-08 15:25:00,2026-04-08 15:21:00,tester_04,2026-04-08 15:25:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0883eaab-7b2c-437c-9446-3943ca0e3807/,tester_04,4.0
531,22629b38-3d88-4113-94c4-6143559906cb,2026-06-29,pest_and_disease_management,,Community Hall,Trainer 1,yes,full_attendance,,89daf941-e34e-4295-9cc6-d2d3adc9eeac,2026-06-29 14:20:00,2026-06-29 14:14:00,tester_03,2026-06-29 14:20:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/22629b38-3d88-4113-94c4-6143559906cb/,tester_03,6.0
532,7b53a52b-49d6-48a8-87bd-22c268bfcfe8,2026-07-10,livestock_management,,Farmer Cooperative Centre,Trainer 1,yes,partial_attendance,left_early,8db8a412-b6e8-4e8d-8114-46ac99cd98ae,2026-07-10 08:34:00,2026-07-10 08:31:00,tester_05,2026-07-10 08:34:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/7b53a52b-49d6-48a8-87bd-22c268bfcfe8/,tester_05,3.0
533,b988c0ce-fcb4-4dfe-8f20-b9fe4b1a15d0,2026-07-07,good_agronomic_practices,,Village Square,Trainer 1,yes,full_attendance,,89907296-d7ee-42fe-ac5c-48aaa713d769,2026-07-07 10:33:00,2026-07-07 10:30:00,tester_04,2026-07-07 10:33:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b988c0ce-fcb4-4dfe-8f20-b9fe4b1a15d0/,tester_04,3.0
534,c6c90ee0-2fd0-4aef-8969-2c7ab4494962,2026-07-13,livestock_management,,Primary School,Trainer 2,no,,,bd1af306-4b4d-4a9e-8807-78a93c6930af,2026-07-13 11:30:00,2026-07-13 11:23:00,tester_03,2026-07-13 11:30:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/c6c90ee0-2fd0-4aef-8969-2c7ab4494962/,tester_03,7.0
535,509eb313-c70b-401d-aed3-1adb4ab3c0f4,2026-03-09,livestock_management,,Farmer Cooperative Centre,Trainer 5,yes,full_attendance,,60819f85-2646-4fa5-ae09-d2d968f02b8d,2026-03-09 09:58:00,2026-03-09 09:51:00,tester_05,2026-03-09 09:58:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/509eb313-c70b-401d-aed3-1adb4ab3c0f4/,tester_05,7.0
536,bfe1ffd2-8903-44a8-928d-0d55d7cf8869,2026-05-26,good_agronomic_practices,,Extension Office,Trainer 2,yes,full_attendance,,194cdf5b-ac24-4d4d-baf2-b5436977101e,2026-05-26 08:38:00,2026-05-26 08:30:00,tester_03,2026-05-26 08:38:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/bfe1ffd2-8903-44a8-928d-0d55d7cf8869/,tester_03,8.0
537,1fcabd4b-e9b1-40ee-a4a3-a3aaed3b2c14,2026-09-18,irrigation_and_water_management,,Community Hall,Trainer 1,yes,partial_attendance,arrived_late,d3436caf-cfc8-430a-9b4d-65f6a3f84a2d,2026-09-18 10:39:00,2026-09-18 10:37:00,tester_04,2026-09-18 10:39:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/1fcabd4b-e9b1-40ee-a4a3-a3aaed3b2c14/,tester_04,2.0
538,417e11f3-fc24-41eb-95e6-6f376659d512,2026-07-20,irrigation_and_water_management,,Primary School,Trainer 4,yes,full_attendance,,cd9d97bf-de62-440b-86d3-646e8eb21d52,2026-07-20 13:56:00,2026-07-20 13:51:00,tester_02,2026-07-20 13:56:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/417e11f3-fc24-41eb-95e6-6f376659d512/,tester_02,5.0
539,aacd59ea-cbc5-4aa6-b930-0fef00ad553b,2026-07-22,irrigation_and_water_management,,Farmer Cooperative Centre,Trainer 3,yes,full_attendance,,2d002c39-a810-40c3-8bc3-a0436a0e8daf,2026-07-22 09:54:00,2026-07-22 09:51:00,tester_05,2026-07-22 09:54:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/aacd59ea-cbc5-4aa6-b930-0fef00ad553b/,tester_05,3.0
540,70484aef-0148-46b1-a0c1-4ad284e393e2,2026-05-17,irrigation_and_water_management,,Primary School,Trainer 4,no,,,b34a89a9-fd3c-4dd3-bf20-a6316e4ce996,2026-05-17 08:49:00,2026-05-17 08:41:00,tester_03,2026-05-17 08:49:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/70484aef-0148-46b1-a0c1-4ad284e393e2/,tester_03,8.0
541,446ddf92-c4d2-4b68-be7b-eb7506cb96b1,2026-07-11,record_keeping,,Primary School,Trainer 4,yes,full_attendance,,039323f6-9511-4a09-8a48-5f421ebd4e4d,2026-07-11 15:21:00,2026-07-11 15:13:00,tester_05,2026-07-11 15:21:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/446ddf92-c4d2-4b68-be7b-eb7506cb96b1/,tester_05,8.0
542,df4bbc21-6b89-4762-8a19-d05f58f0ec4b,2026-04-11,other,Post Harvest Handling,Community Hall,Trainer 3,yes,full_attendance,,6ba5244e-d976-458e-a7e6-99102ac67d38,2026-04-11 13:06:00,2026-04-11 13:04:00,tester_04,2026-04-11 13:06:13,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/df4bbc21-6b89-4762-8a19-d05f58f0ec4b/,tester_04,2.0
543,909fa42f-0a1e-4db7-9cf8-9eed390011f7,2026-03-25,good_agronomic_practices,,Community Hall,Trainer 1,yes,full_attendance,,57146ddf-13ae-4080-8304-ba0893b40540,2026-03-25 11:30:00,2026-03-25 11:28:00,tester_01,2026-03-25 11:30:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/909fa42f-0a1e-4db7-9cf8-9eed390011f7/,tester_01,2.0
544,9f5d8707-da69-429d-9d0a-fda3fca23e7e,2026-10-12,livestock_management,,Community Hall,Trainer 3,yes,full_attendance,,734b5802-7d3b-415a-9ee8-b6406edd9000,2026-10-12 12:28:00,2026-10-12 12:21:00,tester_06,2026-10-12 12:28:07,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9f5d8707-da69-429d-9d0a-fda3fca23e7e/,tester_06,7.0
545,d9d0798e-50b5-47c9-a65e-b02fedfa4493,2026-09-01,other,Climate Smart Agriculture,Primary School,Trainer 5,yes,full_attendance,,c407a955-75ac-4361-bcd0-8d16d4cb958d,2026-09-01 13:30:00,2026-09-01 13:28:00,tester_03,2026-09-01 13:30:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d9d0798e-50b5-47c9-a65e-b02fedfa4493/,tester_03,2.0
546,79a6fd1d-15df-4726-81f2-e136feb89d1e,2026-08-17,other,Climate Smart Agriculture,Primary School,Trainer 5,yes,partial_attendance,left_early,ed67c670-5282-484b-93d1-5fcddb704429,2026-08-17 11:53:00,2026-08-17 11:46:00,tester_01,2026-08-17 11:53:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/79a6fd1d-15df-4726-81f2-e136feb89d1e/,tester_01,7.0
547,65ed0936-c1f2-40a7-9a51-5260b0c24638,2026-08-05,pest_and_disease_management,,Primary School,Trainer 3,yes,full_attendance,,34ef1619-e08f-42d5-bfac-66b18bb6ea18,2026-08-05 12:12:00,2026-08-05 12:04:00,tester_02,2026-08-05 12:12:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/65ed0936-c1f2-40a7-9a51-5260b0c24638/,tester_02,8.0
548,b6240ca9-b983-41df-8a11-f642e440a90e,2026-08-05,good_agronomic_practices,,Primary School,Trainer 3,yes,full_attendance,,9e6488ed-b138-4728-82fc-6343b97848f6,2026-08-05 10:43:00,2026-08-05 10:37:00,tester_02,2026-08-05 10:43:11,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b6240ca9-b983-41df-8a11-f642e440a90e/,tester_02,6.0
549,b5a59f08-0d05-4656-a393-48fd17737a28,2026-06-04,livestock_management,,Farmer Cooperative Centre,Trainer 2,yes,full_attendance,,ba648ad5-89a1-41ef-8ee2-ecbb3372d946,2026-06-04 13:30:00,2026-06-04 13:25:00,tester_02,2026-06-04 13:30:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b5a59f08-0d05-4656-a393-48fd17737a28/,tester_02,5.0
550,9aaff924-0482-4076-a63c-838f885075fb,2026-05-31,livestock_management,,Primary School,Trainer 2,yes,partial_attendance,other,2c38bac4-ca99-44fe-81fe-5593b1a1c0b5,2026-05-31 12:39:00,2026-05-31 12:37:00,tester_04,2026-05-31 12:39:18,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/9aaff924-0482-4076-a63c-838f885075fb/,tester_04,2.0
551,97ecf21a-c079-44f6-91db-98f4d243221f,2026-03-04,good_agronomic_practices,,Extension Office,Trainer 2,yes,full_attendance,,2d755b3d-a474-4a36-a84a-f31527fc2148,2026-03-04 11:17:00,2026-03-04 11:14:00,tester_04,2026-03-04 11:17:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/97ecf21a-c079-44f6-91db-98f4d243221f/,tester_04,3.0
552,2a3410a9-c6e1-4812-a1dc-09334b50424c,2026-07-10,pest_and_disease_management,,Village Square,Trainer 2,yes,full_attendance,,60054ab5-2f12-465f-9b55-90429e26f270,2026-07-10 14:43:00,2026-07-10 14:35:00,tester_01,2026-07-10 14:43:20,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2a3410a9-c6e1-4812-a1dc-09334b50424c/,tester_01,8.0
553,a84b28b3-93ad-47be-a84e-85099601ff8f,2026-04-16,record_keeping,,Primary School,Trainer 3,yes,full_attendance,,fb92ee0c-90c6-41b0-8513-d758584f2e03,2026-04-16 09:03:00,2026-04-16 08:56:00,tester_02,2026-04-16 09:03:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/a84b28b3-93ad-47be-a84e-85099601ff8f/,tester_02,7.0
554,69df9be9-4147-47dc-ad83-288b8fa50a43,2026-06-09,pest_and_disease_management,,Extension Office,Trainer 4,yes,full_attendance,,c47464f1-0f3a-4d3f-acc0-036f84cdc48c,2026-06-09 13:23:00,2026-06-09 13:20:00,tester_01,2026-06-09 13:23:09,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/69df9be9-4147-47dc-ad83-288b8fa50a43/,tester_01,3.0
555,d6972079-2412-477f-9cb7-f0dcfee37efc,2026-05-01,record_keeping,,Village Square,Trainer 4,yes,full_attendance,,a9ee97dc-86e4-4481-a603-395ba6200b08,2026-05-01 12:44:00,2026-05-01 12:38:00,tester_03,2026-05-01 12:44:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/d6972079-2412-477f-9cb7-f0dcfee37efc/,tester_03,6.0
556,ea9b62fa-52d3-40e0-9b29-5be218f69b49,2026-07-29,soil_fertility_management,,Community Hall,Trainer 1,yes,full_attendance,,429c1b4c-a7b5-487f-9446-fb19721f7e45,2026-07-29 14:04:00,2026-07-29 14:02:00,tester_01,2026-07-29 14:04:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/ea9b62fa-52d3-40e0-9b29-5be218f69b49/,tester_01,2.0
557,2ae00a99-ff56-44c3-9b10-1000572c2606,2026-06-19,livestock_management,,Community Hall,Trainer 4,yes,full_attendance,,530c7c87-8617-4e55-852a-b7e09bb1db2e,2026-06-19 12:41:00,2026-06-19 12:38:00,tester_01,2026-06-19 12:41:14,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/2ae00a99-ff56-44c3-9b10-1000572c2606/,tester_01,3.0
558,57d22680-3f1d-4da5-a32d-51f5a3b813c2,2026-05-18,good_agronomic_practices,,Community Hall,Trainer 4,no,,,407b823a-d741-439d-b474-a0264af61449,2026-05-18 08:26:00,2026-05-18 08:18:00,tester_07,2026-05-18 08:26:16,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/57d22680-3f1d-4da5-a32d-51f5a3b813c2/,tester_07,8.0
559,afd8b09b-bed1-4dec-8a0e-e640bcea8240,2026-06-10,other,Post Harvest Handling,Extension Office,Trainer 5,no,,,8718b3d4-6445-4a2c-94fe-999f29f47cb2,2026-06-10 09:11:00,2026-06-10 09:06:00,tester_06,2026-06-10 09:11:06,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/afd8b09b-bed1-4dec-8a0e-e640bcea8240/,tester_06,5.0
560,854b0ecc-910a-40c9-9660-218bb7eefd7c,2026-02-21,other,Post Harvest Handling,Village Square,Trainer 2,yes,full_attendance,,74f3d82b-5c61-4195-981c-ffc3acca266c,2026-02-21 11:31:00,2026-02-21 11:24:00,tester_05,2026-02-21 11:31:10,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/854b0ecc-910a-40c9-9660-218bb7eefd7c/,tester_05,7.0
561,40e8efab-ccd2-4241-adbe-888256decccc,2026-07-16,other,Financial Literacy,Primary School,Trainer 4,yes,full_attendance,,306daa36-3e23-46b3-bc9d-63ef0411d37e,2026-07-16 14:27:00,2026-07-16 14:21:00,tester_07,2026-07-16 14:27:12,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/40e8efab-ccd2-4241-adbe-888256decccc/,tester_07,6.0
562,3baa330d-2755-4719-8058-067db6bd267e,2026-05-19,soil_fertility_management,,Farmer Cooperative Centre,Trainer 4,yes,partial_attendance,left_early,34c377f2-f191-4a0a-88a4-8a9961979c95,2026-05-19 10:22:00,2026-05-19 10:18:00,tester_06,2026-05-19 10:22:17,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/3baa330d-2755-4719-8058-067db6bd267e/,tester_06,4.0
563,5dbbe632-3170-4e39-a831-37d8e213184b,2026-07-17,pest_and_disease_management,,Community Hall,Trainer 3,yes,partial_attendance,left_early,c5667472-388b-4bde-ad80-3a6f71302f18,2026-07-17 09:20:00,2026-07-17 09:17:00,tester_02,2026-07-17 09:20:15,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/5dbbe632-3170-4e39-a831-37d8e213184b/,tester_02,3.0
564,0d9d6d59-2c41-4ddf-b55f-afb5c3b4a5b1,2026-06-30,irrigation_and_water_management,,Community Hall,Trainer 1,yes,partial_attendance,arrived_late,99d2d0d6-6915-457f-9331-7fd40831ad47,2026-06-30 13:51:00,2026-06-30 13:44:00,tester_02,2026-06-30 13:51:08,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/0d9d6d59-2c41-4ddf-b55f-afb5c3b4a5b1/,tester_02,7.0
565,b8516f90-8f2c-44d9-8508-1eda79066caf,2026-05-04,record_keeping,,Primary School,Trainer 2,yes,partial_attendance,arrived_late,23d313ac-c48d-4f9e-85a5-0ecc13e90c23,2026-05-04 08:09:00,2026-05-04 08:02:00,tester_02,2026-05-04 08:09:05,https://www.commcarehq.org/a/commcare-learn-ahmad/reports/form_data/b8516f90-8f2c-44d9-8508-1eda79066caf/,tester_02,7.0
